gene,control_rep2,exp_rep1,control_rep1,exp_rep2,exp_rep3,control_rep3
ENSG00000267371.1,0,0,0,0,0,0
ENSG00000236396.8,0,0,0,0,0,0
ENSG00000267794.1,0,0,0,0,0,0
ENSG00000257513.8,0,0,0,0,0,0
ENSG00000291183.1,0,0,0,0,0,0
ENSG00000267143.1,0,0,0,1,0,0
ENSG00000267773.1,0,0,0,0,0,0
ENSG00000283492.1,0,0,0,0,0,0
ENSG00000260759.1,0,0,0,0,0,0
ENSG00000141404.17,836,832,1026,886,889,1122
ENSG00000267333.1,0,0,0,1,0,0
ENSG00000286812.1,0,0,0,1,1,0
ENSG00000267455.1,0,0,0,0,0,0
ENSG00000255112.3,4291,5974,5092,5978,5239,5853
ENSG00000267165.1,0,0,0,0,0,0
ENSG00000272703.1,2,0,2,1,0,0
ENSG00000154889.17,533,740,657,685,572,749
ENSG00000273141.1,1,0,1,2,1,5
ENSG00000267079.1,1,1,0,3,6,1
ENSG00000267661.1,0,0,0,0,0,0
ENSG00000141401.12,2628,2990,3140,3037,3427,3876
ENSG00000266955.1,0,1,1,0,0,0
ENSG00000267480.1,96,83,113,121,106,109
ENSG00000266995.1,0,0,0,0,0,0
ENSG00000267292.1,0,0,0,0,0,0
ENSG00000212712.2,0,0,1,0,0,0
ENSG00000267533.1,5,1,2,4,3,1
ENSG00000293189.1,0,3,2,2,2,13
ENSG00000256616.4,0,0,0,0,0,0
ENSG00000267722.1,0,0,0,0,0,0
ENSG00000267478.1,0,0,0,0,0,0
ENSG00000181626.12,0,4,2,2,4,1
ENSG00000200827.1,0,0,0,0,0,0
ENSG00000267162.1,0,0,0,0,0,0
ENSG00000267116.1,0,0,1,2,1,0
ENSG00000279285.1,0,0,0,0,0,0
ENSG00000267643.1,0,0,0,0,0,0
ENSG00000293190.1,1,2,2,0,1,0
ENSG00000267076.1,3,7,2,7,4,2
ENSG00000267733.6,0,0,0,0,0,0
ENSG00000267247.1,1,1,0,0,0,0
ENSG00000267663.1,0,0,0,0,0,0
ENSG00000176194.18,18,28,20,11,17,31
ENSG00000289550.1,0,0,1,1,1,0
ENSG00000280302.1,0,0,0,3,1,0
ENSG00000267069.3,1,2,6,2,8,4
ENSG00000199702.1,0,0,0,0,0,0
ENSG00000176014.13,7572,9290,8451,9543,11255,10924
ENSG00000141385.12,5866,7021,6857,7184,6393,8124
ENSG00000251937.1,0,0,0,0,0,0
ENSG00000141391.14,94,96,107,143,133,121
ENSG00000267108.1,1,2,0,2,0,2
ENSG00000267199.1,7,2,4,9,5,7
ENSG00000134278.16,2281,3290,2744,3375,2547,3363
ENSG00000267515.1,0,1,0,0,0,3
ENSG00000128789.22,3214,4023,3572,3804,3853,4343
ENSG00000101624.11,1082,1445,1210,1456,1212,1374
ENSG00000267249.1,51,71,64,70,56,62
ENSG00000266961.1,0,0,0,0,1,0
ENSG00000260302.3,30,34,36,29,23,40
ENSG00000201466.1,0,0,0,0,0,0
ENSG00000175354.20,2633,3177,3039,3235,2895,3620
ENSG00000267570.1,11,2,9,4,6,11
ENSG00000267336.1,37,32,35,23,24,41
ENSG00000085415.16,4434,5590,5243,4946,5026,6222
ENSG00000266969.1,9,27,7,10,3,14
ENSG00000101639.19,2558,2988,2948,3333,2236,3472
ENSG00000267656.1,0,0,3,1,3,1
ENSG00000267032.1,1,0,0,0,0,1
ENSG00000267286.1,0,0,0,0,0,0
ENSG00000267239.1,0,0,0,0,0,0
ENSG00000168675.19,23,16,26,15,21,27
ENSG00000267177.1,0,0,0,0,0,0
ENSG00000279020.1,0,0,0,0,0,0
ENSG00000286926.1,0,0,0,0,0,0
ENSG00000279275.1,0,0,0,0,0,0
ENSG00000267393.1,0,0,0,0,0,0
ENSG00000267690.1,0,0,0,0,0,0
ENSG00000266146.1,0,0,0,0,0,0
ENSG00000267694.1,0,0,0,0,0,0
ENSG00000267529.3,0,0,0,0,0,0
ENSG00000267366.1,0,0,0,0,0,0
ENSG00000267136.1,0,0,0,0,0,0
ENSG00000267503.1,0,0,0,0,0,0
ENSG00000263527.1,0,0,0,0,0,0
ENSG00000266954.1,0,0,0,0,0,0
ENSG00000177150.13,1311,1851,1590,1769,1502,1878
ENSG00000279962.1,0,0,0,0,0,0
ENSG00000242707.3,0,0,0,0,0,0
ENSG00000101654.18,4675,6016,5694,6094,5036,6541
ENSG00000288839.1,4,1,2,4,11,2
ENSG00000176136.6,0,0,0,0,1,0
ENSG00000185231.5,0,0,0,0,0,0
ENSG00000243779.1,8,11,10,23,18,20
ENSG00000279352.1,10,11,10,11,12,13
ENSG00000270469.1,8,10,8,12,6,5
ENSG00000175322.12,618,775,800,837,651,853
ENSG00000267756.1,0,0,0,0,0,0
ENSG00000267150.1,2,0,3,8,7,2
ENSG00000267356.1,0,0,0,0,0,0
ENSG00000267704.1,0,0,0,0,0,0
ENSG00000267324.1,0,0,0,0,0,0
ENSG00000175319.3,0,0,0,0,0,0
ENSG00000290461.1,0,39,0,27,19,0
ENSG00000186481.17,0,19,0,9,11,0
ENSG00000212329.1,0,0,0,0,0,0
ENSG00000266145.1,0,2,1,10,0,1
ENSG00000283294.2,0,6,0,11,0,0
ENSG00000274214.1,0,1,0,2,0,0
ENSG00000290462.1,0,1,0,3,2,0
ENSG00000265787.3,0,0,0,0,0,0
ENSG00000277743.1,0,0,0,0,0,0
ENSG00000265437.1,4,3,3,1,3,1
ENSG00000187589.8,1,2,4,4,4,5
ENSG00000265296.1,1,3,0,1,3,2
ENSG00000286593.1,0,1,0,0,0,0
ENSG00000266605.1,0,0,0,0,0,0
ENSG00000293262.1,0,0,0,0,0,0
ENSG00000265766.4,0,0,0,0,0,0
ENSG00000266242.1,0,0,0,0,0,0
ENSG00000183206.18,0,0,0,0,0,0
ENSG00000200132.1,0,0,0,0,0,0
ENSG00000265340.1,0,0,0,0,0,0
ENSG00000266693.1,0,0,0,0,0,0
ENSG00000264570.1,3,2,1,3,2,2
ENSG00000273732.1,0,0,0,0,0,0
ENSG00000276318.1,0,0,0,0,0,0
ENSG00000180777.15,0,12,0,19,8,0
ENSG00000200645.1,0,0,0,0,0,0
ENSG00000265737.1,0,1,0,0,0,0
ENSG00000265499.1,0,0,0,0,0,0
ENSG00000265786.1,0,0,0,0,0,0
ENSG00000264061.1,0,0,0,0,0,0
ENSG00000263618.5,0,0,0,0,0,0
ENSG00000266554.2,0,0,0,0,0,0
ENSG00000264301.1,0,0,0,0,0,0
ENSG00000263821.1,0,0,0,0,0,0
ENSG00000279042.1,0,0,0,0,0,0
ENSG00000266522.1,5,5,5,2,5,5
ENSG00000278923.2,0,0,0,0,0,0
ENSG00000263635.1,0,0,0,0,0,0
ENSG00000286815.1,0,0,0,0,0,0
ENSG00000264880.1,0,0,0,0,0,0
ENSG00000287723.1,0,0,0,0,0,0
ENSG00000286293.1,0,0,0,0,0,0
ENSG00000293042.1,0,0,0,0,0,0
ENSG00000265015.2,0,0,0,0,0,0
ENSG00000265631.1,0,0,0,0,0,0
ENSG00000266818.1,0,0,0,0,0,0
ENSG00000215512.10,0,0,0,0,0,0
ENSG00000290522.1,0,0,0,0,0,0
ENSG00000222087.1,0,0,0,0,0,0
ENSG00000067900.9,7598,10453,9375,9931,7722,10938
ENSG00000244527.1,12,11,12,19,29,15
ENSG00000251886.1,0,0,0,0,0,0
ENSG00000263748.1,0,0,0,0,0,0
ENSG00000265984.1,3,5,1,14,6,4
ENSG00000141449.16,3697,7382,4458,6789,4524,5205
ENSG00000265948.1,0,0,0,0,0,0
ENSG00000265751.1,0,0,0,0,0,0
ENSG00000221139.1,0,0,0,0,0,0
ENSG00000141446.11,2495,3367,2966,3315,2491,3497
ENSG00000167088.11,8934,10691,10017,10475,10764,12251
ENSG00000158201.10,1664,3471,1961,3444,2048,2265
ENSG00000264188.1,5,3,3,9,2,7
ENSG00000265656.1,1,7,2,1,1,5
ENSG00000221493.1,1,0,0,3,0,0
ENSG00000101752.13,12773,18101,16284,17026,12563,17918
ENSG00000252677.1,0,0,0,0,0,0
ENSG00000200750.1,0,0,0,0,0,0
ENSG00000242971.3,0,0,0,0,1,0
ENSG00000199977.1,0,0,2,0,1,1
ENSG00000265142.9,1,3,2,3,1,1
ENSG00000283927.1,0,0,0,0,0,0
ENSG00000284453.1,0,0,0,0,0,0
ENSG00000243303.1,0,0,0,0,0,0
ENSG00000264149.1,0,0,0,0,0,0
ENSG00000252325.1,0,0,0,0,0,0
ENSG00000264289.1,0,0,0,0,0,0
ENSG00000222520.1,0,0,0,0,0,0
ENSG00000265758.1,17,11,21,10,15,21
ENSG00000263588.1,3,2,7,7,1,7
ENSG00000221363.1,0,0,0,0,0,0
ENSG00000266010.4,922,927,1091,1035,1025,1294
ENSG00000141448.11,11104,11809,12798,10756,12121,14810
ENSG00000264012.1,24,20,31,39,17,39
ENSG00000201852.1,0,3,2,1,3,1
ENSG00000266283.1,36,50,40,49,33,52
ENSG00000264825.1,0,1,1,0,1,0
ENSG00000273348.1,0,2,2,4,1,4
ENSG00000212710.5,3,4,5,1,3,0
ENSG00000270855.1,0,0,0,0,0,0
ENSG00000289624.1,0,0,0,0,0,0
ENSG00000239490.1,0,0,0,0,0,0
ENSG00000206827.1,0,0,0,0,0,0
ENSG00000265943.1,9,12,13,6,10,13
ENSG00000266850.1,2,4,1,8,3,7
ENSG00000101773.19,3806,4816,4270,4442,4075,5331
ENSG00000273232.1,0,0,1,2,0,0
ENSG00000265939.1,3,7,10,9,3,4
ENSG00000284331.1,0,0,0,0,0,0
ENSG00000242182.3,0,1,0,0,0,0
ENSG00000223023.1,0,0,0,1,0,2
ENSG00000134508.13,982,851,1025,894,1124,1317
ENSG00000134490.14,599,688,721,694,728,859
ENSG00000266495.1,1,0,3,0,1,1
ENSG00000101782.15,4151,6165,5003,5340,5008,5815
ENSG00000199357.1,1,0,0,0,0,0
ENSG00000283084.1,0,0,0,0,0,0
ENSG00000141452.11,1533,1646,1622,1771,1814,2069
ENSG00000141458.13,6850,9090,7822,8783,7713,9457
ENSG00000199366.1,0,1,1,1,1,0
ENSG00000154065.17,485,455,561,566,603,703
ENSG00000267752.1,0,0,0,0,0,1
ENSG00000053747.17,2691,2920,3097,3421,2792,3803
ENSG00000267301.1,0,0,0,0,1,0
ENSG00000265752.3,1,3,1,2,5,2
ENSG00000168234.13,2312,2905,2509,2635,2644,2994
ENSG00000264745.1,6,4,1,2,6,4
ENSG00000265204.1,2,1,1,0,0,1
ENSG00000264924.1,3,3,8,5,6,4
ENSG00000206863.1,0,0,0,0,0,0
ENSG00000279332.1,58,53,65,57,56,55
ENSG00000154040.21,314,404,315,405,379,457
ENSG00000265750.1,19,21,33,22,20,35
ENSG00000141447.19,5287,6782,6246,6455,5740,7403
ENSG00000199874.1,0,0,2,1,0,1
ENSG00000273524.1,0,0,1,0,1,2
ENSG00000206766.1,0,0,0,0,0,0
ENSG00000212051.1,0,0,0,0,0,0
ENSG00000264365.1,7,9,12,10,5,6
ENSG00000273321.1,4,0,1,2,5,0
ENSG00000154059.11,3008,3789,3556,3753,3158,4256
ENSG00000199636.1,0,0,0,2,0,0
ENSG00000265094.1,0,0,4,0,0,0
ENSG00000134489.7,0,5,9,4,2,1
ENSG00000264695.1,0,0,0,0,0,0
ENSG00000287611.3,0,0,0,0,0,0
ENSG00000266489.3,1,2,1,0,0,0
ENSG00000266181.1,0,0,0,0,0,0
ENSG00000265485.8,6,2,7,3,4,5
ENSG00000266520.1,0,0,0,0,0,0
ENSG00000266809.1,0,0,0,0,0,0
ENSG00000266573.6,2,0,2,2,3,2
ENSG00000264345.2,3,4,1,2,2,3
ENSG00000229248.1,0,0,0,0,0,0
ENSG00000265552.1,0,0,0,0,0,0
ENSG00000198795.11,1004,699,1190,747,1302,1441
ENSG00000285595.1,0,0,0,0,0,0
ENSG00000279439.1,0,0,0,0,0,2
ENSG00000264434.2,0,0,0,0,0,0
ENSG00000242216.3,0,0,0,0,0,0
ENSG00000264193.1,0,0,0,0,0,0
ENSG00000141380.14,6025,7800,7047,7499,6512,8147
ENSG00000243925.1,0,0,0,0,0,0
ENSG00000154611.15,1,1,1,2,2,2
ENSG00000188985.6,53,69,59,55,52,75
ENSG00000266227.1,0,0,0,0,0,0
ENSG00000141384.13,416,589,570,570,453,612
ENSG00000263829.1,3,11,10,26,14,20
ENSG00000266237.1,0,0,0,0,0,0
ENSG00000264911.1,0,0,0,0,0,0
ENSG00000207160.1,0,0,0,0,0,0
ENSG00000263862.2,0,1,0,0,0,0
ENSG00000134504.14,2199,2918,2478,2847,2926,3127
ENSG00000277534.1,549,819,587,748,741,730
ENSG00000275805.1,3,4,2,1,4,6
ENSG00000276221.1,0,0,0,0,0,0
ENSG00000263846.1,6,11,5,8,7,5
ENSG00000260372.7,13,11,12,14,13,12
ENSG00000263677.2,2,0,0,0,0,0
ENSG00000265369.3,2,3,2,1,3,1
ENSG00000275900.1,0,0,0,0,0,0
ENSG00000263382.2,0,0,0,0,0,0
ENSG00000266184.1,0,0,1,0,2,0
ENSG00000171885.18,124,140,220,151,166,190
ENSG00000154080.14,3737,4077,4240,3916,3231,4754
ENSG00000266549.1,0,2,0,1,0,2
ENSG00000265374.1,1,0,0,0,0,0
ENSG00000264151.6,0,1,2,1,0,0
ENSG00000264790.1,0,0,2,0,0,0
ENSG00000244329.1,0,0,0,0,0,0
ENSG00000263611.2,0,0,0,0,0,0
ENSG00000265097.1,0,0,0,0,0,0
ENSG00000263405.1,0,0,0,0,0,0
ENSG00000286465.1,0,0,0,0,0,0
ENSG00000286426.1,0,0,0,0,0,0
ENSG00000227279.2,3,1,4,2,14,3
ENSG00000170558.10,34304,35493,38776,33695,39426,46879
ENSG00000274578.1,5,4,6,5,2,4
ENSG00000265994.2,0,0,0,0,0,0
ENSG00000266296.1,0,1,1,0,0,1
ENSG00000271238.1,0,0,0,0,0,0
ENSG00000251719.1,0,0,0,0,0,0
ENSG00000266479.1,0,0,1,2,3,0
ENSG00000265980.1,10,9,9,10,12,12
ENSG00000264587.5,0,0,0,0,0,0
ENSG00000287803.1,0,0,0,0,0,0
ENSG00000286605.1,0,0,0,0,0,0
ENSG00000283218.1,0,0,0,0,0,0
ENSG00000266196.1,0,1,0,0,0,0
ENSG00000279734.1,0,0,0,0,0,0
ENSG00000265670.1,0,0,0,0,0,0
ENSG00000251702.1,0,0,0,0,0,0
ENSG00000134762.17,1257,2178,1572,2558,2125,1881
ENSG00000134755.18,11209,19205,13122,16688,13689,15443
ENSG00000265888.4,2,9,4,3,11,8
ENSG00000134765.10,1,1,0,3,0,0
ENSG00000263698.1,1,0,0,0,1,1
ENSG00000289619.2,3,8,1,1,1,1
ENSG00000134760.6,10,23,9,19,8,6
ENSG00000266729.5,0,0,0,0,0,1
ENSG00000207019.1,0,0,0,0,0,0
ENSG00000175065.12,13,26,12,18,12,3
ENSG00000207240.1,0,0,0,0,0,0
ENSG00000134757.5,42,150,57,155,85,84
ENSG00000266521.1,8,3,3,8,6,5
ENSG00000046604.14,32134,49185,38801,49684,37642,44775
ENSG00000264859.6,22,29,32,29,27,33
ENSG00000118271.12,16097,28950,25426,32611,26821,28008
ENSG00000118276.12,2645,4872,3464,4062,3384,3742
ENSG00000259985.1,291,372,293,303,305,385
ENSG00000200472.1,0,0,0,0,0,0
ENSG00000289064.1,0,0,0,1,0,0
ENSG00000293306.1,0,0,0,0,0,0
ENSG00000265158.3,0,0,0,0,0,0
ENSG00000263772.1,0,0,0,0,0,0
ENSG00000141437.10,1,1,0,0,0,2
ENSG00000153339.15,2878,3625,3375,3967,2764,4159
ENSG00000263924.1,1,0,2,0,0,3
ENSG00000276486.1,0,0,0,0,0,0
ENSG00000276282.1,1,3,0,3,0,3
ENSG00000222320.1,1,0,0,0,0,0
ENSG00000263823.2,37,38,45,38,47,43
ENSG00000265273.1,14,14,8,11,11,6
ENSG00000266105.1,0,0,0,0,0,0
ENSG00000280380.1,0,0,0,0,0,0
ENSG00000101695.9,311,440,452,416,438,495
ENSG00000263917.1,0,0,0,0,0,0
ENSG00000274275.1,1,0,0,0,0,0
ENSG00000214917.3,1,0,0,0,0,0
ENSG00000265008.1,1,0,3,1,2,0
ENSG00000134758.14,5010,6780,5992,4947,5353,6733
ENSG00000263393.1,4,1,5,5,4,3
ENSG00000141441.16,1003,1538,1205,1520,1060,1428
ENSG00000199373.1,0,0,0,0,0,0
ENSG00000141434.12,44,19,73,21,24,50
ENSG00000265279.1,0,0,0,0,0,0
ENSG00000263904.1,0,0,0,0,0,0
ENSG00000222395.2,0,0,0,0,0,0
ENSG00000264982.1,0,0,0,0,0,0
ENSG00000215492.6,242,265,261,254,322,347
ENSG00000285095.2,4,7,6,4,5,8
ENSG00000293029.1,2,1,1,1,1,0
ENSG00000260389.2,0,0,0,0,0,0
ENSG00000287994.1,0,0,0,0,0,0
ENSG00000263688.1,0,0,0,0,0,0
ENSG00000197705.10,1073,1058,1167,1024,920,1387
ENSG00000228835.1,41,53,36,38,34,60
ENSG00000243355.1,0,0,2,3,2,1
ENSG00000263765.5,1,2,3,0,0,2
ENSG00000166960.17,47,89,56,77,76,60
ENSG00000263450.1,0,0,0,0,0,0
ENSG00000267642.1,0,1,1,1,0,1
ENSG00000141431.14,839,1094,1017,1091,919,1114
ENSG00000101746.16,481,309,619,247,420,736
ENSG00000199204.1,0,0,0,0,0,0
ENSG00000280406.1,0,0,0,2,0,0
ENSG00000267746.1,0,0,0,0,0,0
ENSG00000278052.1,0,0,0,1,0,0
ENSG00000134769.23,2624,3511,3248,3644,2742,3897
ENSG00000267585.1,0,0,0,0,1,0
ENSG00000268873.1,1,1,0,0,2,0
ENSG00000278464.2,1,1,0,2,1,1
ENSG00000289867.1,0,0,0,0,0,0
ENSG00000166974.13,2501,2377,2998,2241,2619,3485
ENSG00000280096.1,0,0,0,0,0,0
ENSG00000274400.1,1,0,3,0,2,4
ENSG00000186812.13,1621,1990,2140,2144,1566,2392
ENSG00000186814.15,1444,1749,1632,1816,1424,1950
ENSG00000279989.1,11,12,12,9,8,14
ENSG00000274184.1,0,3,3,2,0,3
ENSG00000268573.1,63,67,63,84,76,115
ENSG00000293516.1,1100,1474,1243,1272,1210,1603
ENSG00000257267.6,0,0,0,0,0,0
ENSG00000274918.1,5,5,4,9,2,6
ENSG00000172466.16,12058,15769,13775,14247,11476,15724
ENSG00000186496.12,159,226,179,217,193,231
ENSG00000239683.1,0,0,0,0,0,0
ENSG00000275512.1,0,1,3,0,2,0
ENSG00000267583.5,2,1,5,3,7,5
ENSG00000267140.1,1,0,1,1,0,0
ENSG00000153391.16,592,750,702,799,812,880
ENSG00000279074.1,0,0,0,0,0,0
ENSG00000289891.1,0,0,0,0,0,0
ENSG00000141429.14,15238,20328,17892,17716,16704,20726
ENSG00000283514.1,0,0,0,0,0,0
ENSG00000266965.1,0,0,0,0,0,0
ENSG00000267397.1,32,60,43,41,47,53
ENSG00000267797.1,0,0,0,0,0,0
ENSG00000207797.1,0,0,0,0,0,0
ENSG00000265641.1,0,0,0,0,0,0
ENSG00000267627.5,1,2,2,0,0,3
ENSG00000278986.1,1,7,11,11,6,4
ENSG00000141428.17,1055,1378,1253,1260,1262,1413
ENSG00000141425.18,10057,13384,11636,11843,11089,13262
ENSG00000141424.13,10806,13801,12392,13277,12092,14260
ENSG00000288917.1,14,16,21,10,22,19
ENSG00000134759.14,6550,8044,7849,8065,7261,9137
ENSG00000260552.3,5,4,4,3,3,2
ENSG00000075643.6,222,204,245,215,230,305
ENSG00000274849.1,11,16,12,14,6,12
ENSG00000267404.1,0,1,0,0,0,0
ENSG00000267456.2,0,0,0,0,0,0
ENSG00000134775.16,490,423,581,586,645,683
ENSG00000286890.1,0,0,0,0,0,0
ENSG00000134779.15,10621,13031,12350,12700,13576,14655
ENSG00000150477.15,345,442,403,407,404,533
ENSG00000267039.1,0,0,1,0,1,0
ENSG00000267651.1,3,8,6,9,4,10
ENSG00000101489.20,500,372,545,345,486,683
ENSG00000267707.2,4,3,4,2,1,7
ENSG00000267202.5,0,0,0,0,0,0
ENSG00000279678.1,0,0,0,0,0,0
ENSG00000279543.1,0,0,0,0,0,0
ENSG00000285940.4,5,1,2,0,0,3
ENSG00000266530.1,0,0,0,0,0,0
ENSG00000243516.1,0,0,0,0,0,0
ENSG00000286716.1,1,0,0,0,0,0
ENSG00000268566.6,0,0,0,0,0,0
ENSG00000222704.1,0,0,0,0,0,0
ENSG00000253038.1,0,0,0,0,0,0
ENSG00000267374.3,266,300,320,323,331,425
ENSG00000283458.3,2,1,4,3,1,1
ENSG00000175886.10,140,141,123,187,226,172
ENSG00000283615.1,0,0,0,0,0,0
ENSG00000286559.1,3,0,0,0,0,0
ENSG00000283645.1,0,0,0,0,0,0
ENSG00000266148.1,0,0,0,0,0,0
ENSG00000212354.1,0,0,0,0,0,0
ENSG00000267413.1,4,0,1,2,0,1
ENSG00000283503.4,5,4,2,2,1,3
ENSG00000289833.1,0,0,0,0,0,0
ENSG00000279034.1,0,0,0,0,0,0
ENSG00000261715.1,0,0,0,0,0,0
ENSG00000267664.1,0,0,0,0,0,0
ENSG00000286844.1,0,0,0,0,0,0
ENSG00000286328.1,3,1,0,0,0,2
ENSG00000267313.7,240,335,308,321,267,364
ENSG00000267652.1,0,0,0,0,0,0
ENSG00000225253.1,0,0,0,1,1,0
ENSG00000078142.14,3871,4739,4347,5062,4804,5226
ENSG00000276174.1,1,3,2,3,0,2
ENSG00000267088.1,4,2,2,1,3,4
ENSG00000287007.1,0,0,1,1,2,0
ENSG00000267586.7,43,62,50,60,61,67
ENSG00000253040.1,0,0,0,0,0,0
ENSG00000286976.1,0,0,2,1,1,0
ENSG00000152214.14,9,7,6,3,7,10
ENSG00000287209.2,0,0,0,0,0,0
ENSG00000132872.12,2624,1263,2684,1167,2505,3166
ENSG00000278933.1,0,0,0,0,0,0
ENSG00000267716.1,0,0,0,0,0,0
ENSG00000202060.1,0,0,0,0,0,0
ENSG00000285550.1,0,0,0,0,0,0
ENSG00000267337.2,0,0,0,0,0,0
ENSG00000267573.1,9,10,6,6,6,4
ENSG00000277899.1,0,0,0,0,0,0
ENSG00000267414.1,259,378,277,314,255,355
ENSG00000152217.20,3314,4482,4020,5019,3376,4652
ENSG00000280365.1,0,0,0,0,0,1
ENSG00000265957.1,0,0,0,1,0,0
ENSG00000279319.1,2,3,2,1,6,4
ENSG00000267101.7,0,0,0,0,1,0
ENSG00000132874.15,18,14,22,17,11,24
ENSG00000267097.1,1,0,0,1,0,0
ENSG00000266988.6,0,0,1,1,0,1
ENSG00000285790.1,0,0,0,0,0,0
ENSG00000267354.1,0,0,0,0,0,0
ENSG00000287943.1,0,0,0,0,0,0
ENSG00000267193.7,1,1,0,1,0,2
ENSG00000266968.2,4,14,9,9,8,9
ENSG00000288545.1,0,1,0,0,0,1
ENSG00000141469.18,18,4,22,4,16,19
ENSG00000267558.2,0,0,0,0,0,0
ENSG00000152223.16,1973,2562,2403,2994,1814,2806
ENSG00000197046.12,22,16,23,9,30,37
ENSG00000152229.18,2747,4379,3135,4096,3253,3847
ENSG00000222179.1,0,1,2,1,0,2
ENSG00000267293.1,10,14,12,11,11,16
ENSG00000252034.1,1,0,0,0,1,0
ENSG00000152234.16,65458,85107,75414,84176,80579,91264
ENSG00000152240.13,3725,4430,4100,4219,4469,5071
ENSG00000251939.1,0,0,0,0,1,0
ENSG00000152242.11,1762,2244,2136,2430,1833,2377
ENSG00000141622.14,763,787,953,868,909,1125
ENSG00000279829.1,0,0,0,0,1,1
ENSG00000285993.1,0,0,0,0,4,0
ENSG00000167210.17,0,2,6,3,1,5
ENSG00000101638.14,198,103,225,81,190,229
ENSG00000240983.1,0,0,0,0,0,0
ENSG00000270112.5,39,11,28,28,22,34
ENSG00000274776.1,2,3,7,1,2,4
ENSG00000078043.16,1729,2067,2098,1992,1945,2408
ENSG00000267587.1,0,0,1,0,0,0
ENSG00000289168.1,34,20,43,12,9,59
ENSG00000279354.1,0,0,0,0,0,0
ENSG00000167216.19,141,157,189,202,162,199
ENSG00000288616.1,0,0,0,0,0,0
ENSG00000275553.5,0,0,0,0,0,0
ENSG00000293284.1,0,0,0,0,0,0
ENSG00000288607.1,0,0,0,0,0,0
ENSG00000288631.1,0,0,0,0,0,0
ENSG00000206181.7,0,0,0,0,0,0
ENSG00000280212.1,0,1,4,2,0,1
ENSG00000266957.1,0,0,1,2,3,1
ENSG00000267724.1,7,7,3,13,4,4
ENSG00000167220.12,346,466,409,390,337,499
ENSG00000267228.7,0,0,0,0,0,1
ENSG00000267800.1,0,1,4,0,2,3
ENSG00000134049.6,1275,2009,1593,1465,1476,1705
ENSG00000215474.8,169,120,203,154,195,255
ENSG00000201825.1,0,0,0,0,0,0
ENSG00000287673.1,148,225,205,220,243,276
ENSG00000267761.3,14,16,14,12,20,27
ENSG00000266582.1,0,0,0,0,0,0
ENSG00000279367.1,0,0,0,0,0,0
ENSG00000261307.1,0,0,0,0,0,0
ENSG00000267156.1,0,9,5,1,4,7
ENSG00000267187.1,0,0,0,0,0,0
ENSG00000175387.16,5136,6946,6290,6636,6058,7253
ENSG00000267541.1,11,18,20,31,47,26
ENSG00000279707.1,1,6,0,2,2,0
ENSG00000269365.2,0,0,0,0,0,0
ENSG00000279366.1,0,0,0,0,0,0
ENSG00000184828.10,151,88,161,117,158,203
ENSG00000278891.1,0,0,1,0,0,0
ENSG00000286583.1,0,0,3,2,1,3
ENSG00000206944.1,0,0,0,0,0,0
ENSG00000280197.1,0,0,0,0,0,0
ENSG00000200872.1,0,0,0,0,0,0
ENSG00000277907.1,0,0,0,0,0,0
ENSG00000266984.1,0,0,1,0,0,0
ENSG00000134030.14,1922,1957,2155,2012,2425,2756
ENSG00000278983.1,0,0,1,0,0,3
ENSG00000279629.1,0,0,0,0,0,0
ENSG00000266276.3,1,0,0,0,0,0
ENSG00000267762.1,0,0,0,0,0,0
ENSG00000279250.1,0,0,0,0,1,0
ENSG00000267764.1,5,0,1,1,4,2
ENSG00000101665.10,685,783,769,785,790,992
ENSG00000266905.1,0,1,1,0,0,0
ENSG00000280335.1,0,0,0,5,0,0
ENSG00000264269.1,4,6,6,6,7,7
ENSG00000141627.14,5928,7269,6941,6614,6740,8441
ENSG00000263849.1,0,0,0,2,1,0
ENSG00000265128.1,0,0,0,0,0,0
ENSG00000266696.1,0,0,1,1,0,1
ENSG00000263895.1,0,0,0,0,1,0
ENSG00000287518.1,1,0,0,0,0,0
ENSG00000264971.1,2,0,0,0,0,1
ENSG00000177576.12,404,482,403,449,460,474
ENSG00000215472.10,38,108,52,62,55,78
ENSG00000263916.1,5,11,9,9,4,8
ENSG00000265496.5,0,1,2,5,5,6
ENSG00000284239.1,0,0,0,0,0,0
ENSG00000265681.8,3850,4606,3853,4233,4231,5370
ENSG00000202093.1,0,0,0,0,0,0
ENSG00000206602.1,0,0,0,0,0,0
ENSG00000271982.1,0,0,0,0,0,0
ENSG00000265182.1,1,0,0,1,0,1
ENSG00000264464.1,0,0,0,0,0,0
ENSG00000101670.12,2000,3379,2543,3619,2487,3056
ENSG00000267444.1,0,0,0,0,0,1
ENSG00000267674.1,1,1,0,2,0,0
ENSG00000167315.18,11748,15897,13192,14924,14566,16448
ENSG00000266997.2,0,0,0,0,0,0
ENSG00000267322.4,1,5,4,4,5,7
ENSG00000251992.1,0,0,0,0,0,0
ENSG00000252139.1,0,0,0,0,0,0
ENSG00000167306.21,3706,5562,4408,5226,3958,5252
ENSG00000201668.1,0,0,0,0,0,0
ENSG00000200527.1,0,0,0,0,0,0
ENSG00000267196.1,1,1,0,1,1,0
ENSG00000267511.1,0,0,0,0,0,0
ENSG00000267591.1,0,0,0,0,0,0
ENSG00000283343.1,0,0,0,0,0,0
ENSG00000240663.3,0,0,0,0,0,0
