gene,control_rep2,exp_rep1,control_rep1,exp_rep2,exp_rep3,control_rep3
ENSG00000261408.7,12,9,15,14,7,19
ENSG00000257949.7,0,0,0,0,2,0
ENSG00000250506.9,3,9,3,15,5,3
ENSG00000167880.8,11,15,12,7,14,12
ENSG00000167881.15,8301,9880,9621,9888,9705,11602
ENSG00000186919.13,14,6,6,11,10,17
ENSG00000182687.4,38,11,34,17,24,47
ENSG00000182473.22,5266,5860,5459,5871,5697,6893
ENSG00000279382.1,34,33,30,47,16,46
ENSG00000275360.1,0,0,0,0,0,0
ENSG00000129654.8,1313,1296,1487,1372,1977,1924
ENSG00000267128.2,104,139,93,134,115,128
ENSG00000141576.16,2113,1449,2300,1519,2213,2742
ENSG00000267376.1,0,0,0,0,0,0
ENSG00000228218.1,36,38,43,48,56,44
ENSG00000185262.9,615,748,756,826,1002,919
ENSG00000129646.16,167,218,216,219,240,310
ENSG00000161542.17,2869,3329,3468,3533,3627,4165
ENSG00000251779.1,0,0,0,0,0,0
ENSG00000207169.1,0,0,0,0,0,0
ENSG00000267518.1,0,0,0,0,0,0
ENSG00000176170.14,234,195,252,210,393,312
ENSG00000175931.13,4747,4742,5286,5321,5523,6647
ENSG00000242931.1,0,0,0,0,0,0
ENSG00000129673.10,3,2,5,4,5,7
ENSG00000129667.13,1214,1416,1337,1454,1559,1665
ENSG00000161544.10,370,326,438,296,421,485
ENSG00000214140.11,18,26,24,23,23,30
ENSG00000267546.2,2,10,3,5,4,4
ENSG00000267543.1,5,2,3,1,3,4
ENSG00000272386.1,0,0,0,1,0,1
ENSG00000163597.17,6341,7555,7543,7503,7007,8849
ENSG00000274091.1,0,0,0,0,0,0
ENSG00000199961.1,0,0,1,1,0,0
ENSG00000278261.1,0,0,0,0,0,0
ENSG00000284526.3,32,49,33,41,47,53
ENSG00000070731.11,270,334,320,317,346,383
ENSG00000267078.1,11,5,15,10,5,15
ENSG00000267084.1,0,0,0,0,0,0
ENSG00000286750.1,3,2,0,1,2,2
ENSG00000070526.15,464,474,501,476,521,627
ENSG00000199735.1,0,0,0,0,0,0
ENSG00000261335.1,20,15,24,20,13,22
ENSG00000182534.14,16303,18826,18151,17908,20545,22253
ENSG00000212418.1,1,0,1,2,0,0
ENSG00000277382.1,2,2,5,1,0,6
ENSG00000070495.15,1022,1143,1215,1252,1140,1443
ENSG00000274051.1,0,0,2,1,0,0
ENSG00000181038.14,547,697,706,685,738,900
ENSG00000267168.1,0,0,0,0,0,0
ENSG00000161547.17,10665,12464,12093,11625,12808,14277
ENSG00000092931.12,1102,1481,1302,1363,1297,1537
ENSG00000283805.1,0,0,0,0,0,0
ENSG00000200257.1,0,1,0,1,0,1
ENSG00000267065.2,6,5,2,2,3,6
ENSG00000287836.1,0,0,0,1,0,0
ENSG00000267535.2,0,0,0,0,0,0
ENSG00000167889.13,194,118,157,142,209,211
ENSG00000267568.6,0,3,4,0,0,1
ENSG00000267521.1,0,0,0,0,0,0
ENSG00000280122.1,1,3,0,0,1,0
ENSG00000276202.1,0,0,0,0,0,0
ENSG00000234912.12,146,174,187,202,191,170
ENSG00000129657.16,6988,7690,9036,8325,7800,10502
ENSG00000275143.1,0,0,0,0,0,0
ENSG00000284250.1,0,0,0,0,0,0
ENSG00000222808.1,2,0,2,3,5,4
ENSG00000262870.1,0,0,0,0,1,0
ENSG00000263718.3,4,0,4,3,5,2
ENSG00000265121.1,0,0,0,0,0,0
ENSG00000184640.20,29117,32880,31922,32566,40080,40697
ENSG00000266998.2,1,1,1,6,2,4
ENSG00000287257.1,0,0,0,0,1,0
ENSG00000264060.1,0,0,0,0,0,0
ENSG00000200651.1,0,0,0,0,0,0
ENSG00000279801.1,5,9,5,2,3,1
ENSG00000267263.1,3,1,1,3,3,3
ENSG00000267016.1,2,4,0,1,1,0
ENSG00000267665.3,0,0,0,0,1,0
ENSG00000267506.7,101,134,137,127,80,173
ENSG00000286534.1,13,12,13,12,8,20
ENSG00000267466.1,57,81,68,81,73,97
ENSG00000279572.1,0,0,0,0,0,0
ENSG00000285535.2,0,0,0,2,1,2
ENSG00000267790.1,0,0,0,0,0,0
ENSG00000204283.4,0,0,0,0,0,0
ENSG00000238898.1,0,0,0,0,0,0
ENSG00000078687.18,1217,1440,1503,1425,1376,1687
ENSG00000279600.1,0,0,0,0,0,0
ENSG00000267463.1,0,0,0,0,0,0
ENSG00000238658.1,0,0,0,0,0,1
ENSG00000141524.19,3389,4682,3878,4669,4850,4725
ENSG00000167895.16,17,10,11,23,16,41
ENSG00000187997.12,0,0,0,0,0,0
ENSG00000267679.1,6,4,8,11,12,4
ENSG00000108639.8,3372,4417,3594,4332,5062,4519
ENSG00000167900.12,2468,2578,2776,2739,3680,3673
ENSG00000183077.16,778,996,890,1056,1082,1009
ENSG00000267624.1,0,0,0,0,0,0
ENSG00000089685.15,6006,6938,6720,7132,8590,8815
ENSG00000204278.14,0,0,0,0,0,0
ENSG00000283914.1,0,0,0,0,0,0
ENSG00000267676.1,2,0,4,1,3,7
ENSG00000279886.1,0,0,0,0,0,0
ENSG00000204277.1,1,1,0,1,1,2
ENSG00000267737.1,14,12,12,14,9,17
ENSG00000184557.4,823,1045,992,987,1153,1152
ENSG00000266970.3,20,20,20,31,19,36
ENSG00000243870.3,0,0,0,0,0,0
ENSG00000087157.19,1261,1469,1480,1646,1540,1828
ENSG00000200063.1,0,0,0,0,0,0
ENSG00000187775.17,74,40,53,81,70,80
ENSG00000267432.6,8,7,5,3,2,10
ENSG00000267770.1,0,0,0,0,0,0
ENSG00000243426.3,0,0,0,0,0,0
ENSG00000267123.7,0,1,2,0,0,0
ENSG00000289922.1,0,0,0,0,0,0
ENSG00000108669.18,2041,2631,2401,2788,2349,2786
ENSG00000279570.1,0,0,2,0,0,0
ENSG00000252391.1,0,5,1,0,1,1
ENSG00000055483.20,3076,3660,3559,3875,3781,4294
ENSG00000287539.1,3,6,5,5,6,5
ENSG00000267355.2,0,0,1,0,0,0
ENSG00000035862.13,13782,23281,17773,21550,19071,20382
ENSG00000267601.1,0,0,0,0,0,0
ENSG00000178404.11,3,0,2,2,2,5
ENSG00000279339.1,4,2,1,4,0,3
ENSG00000267491.1,1,1,0,0,0,1
ENSG00000108679.13,5803,5618,7411,5828,6845,8939
ENSG00000171302.17,7559,9474,7764,9310,9606,9875
ENSG00000265096.3,4,6,10,14,12,6
ENSG00000173918.15,2073,3725,2385,3561,2795,2873
ENSG00000167280.17,765,899,939,991,962,1112
ENSG00000167281.20,58,36,85,31,71,86
ENSG00000266711.1,0,0,1,0,0,0
ENSG00000263278.2,0,0,0,0,0,0
ENSG00000266665.1,0,0,0,0,0,0
ENSG00000267719.1,4,1,2,2,5,5
ENSG00000182156.10,4,1,10,8,3,8
ENSG00000173894.11,9073,9559,10205,9561,11057,12603
ENSG00000141570.11,828,977,893,1011,1142,1138
ENSG00000262768.2,0,0,2,2,3,3
ENSG00000262772.2,29,37,26,40,20,24
ENSG00000141582.15,1385,1486,1526,1554,1704,1859
ENSG00000262343.1,0,0,0,0,0,0
ENSG00000262585.1,9,10,5,4,6,7
ENSG00000262188.4,3,5,1,3,3,3
ENSG00000167291.16,12518,12866,14414,13231,14159,17165
ENSG00000275516.1,0,1,0,1,0,0
ENSG00000262172.1,3,4,2,4,2,7
ENSG00000261978.1,2,0,0,0,0,0
ENSG00000141519.15,657,753,775,747,767,903
ENSG00000289689.1,24,13,25,28,24,32
ENSG00000265561.2,0,0,0,0,0,0
ENSG00000171298.14,7973,10055,8800,10009,11403,11273
ENSG00000141543.12,6884,7766,7937,8130,9886,9726
ENSG00000279259.1,34,31,22,27,34,42
ENSG00000275479.1,4,6,6,6,11,9
ENSG00000141527.19,9,8,13,18,9,15
ENSG00000262580.5,8,11,17,22,10,20
ENSG00000181523.13,1385,1654,1558,1723,1936,2002
ENSG00000181045.15,954,1142,1065,1289,1293,1313
ENSG00000173821.20,3625,5317,4762,5506,3775,5398
ENSG00000262979.1,0,1,0,0,1,0
ENSG00000276863.1,4,4,2,4,2,3
ENSG00000280248.1,3,0,5,2,1,1
ENSG00000263069.6,73,101,96,103,84,100
ENSG00000173818.17,526,622,648,665,700,756
ENSG00000264961.1,0,1,0,1,0,0
ENSG00000260369.2,1,3,1,4,2,3
ENSG00000279273.1,1,0,0,0,0,0
ENSG00000171246.7,105,70,97,67,70,161
ENSG00000290024.1,0,0,0,0,0,0
ENSG00000262000.1,0,0,0,0,0,0
ENSG00000271340.1,0,0,0,0,0,0
ENSG00000213128.3,0,1,1,1,2,0
ENSG00000141564.16,4182,4324,4330,4286,4887,5648
ENSG00000289764.2,0,0,0,0,0,0
ENSG00000232083.3,0,0,0,0,1,0
ENSG00000262833.1,0,0,1,0,0,0
ENSG00000287403.1,0,0,0,0,0,0
ENSG00000262313.1,0,0,0,0,0,0
ENSG00000262662.1,1,0,0,0,0,0
ENSG00000261924.1,4,5,4,4,11,5
ENSG00000240270.1,0,0,4,1,3,1
ENSG00000176108.9,1087,1026,1083,1000,1281,1321
ENSG00000263218.2,0,0,0,0,0,0
ENSG00000280351.2,39,37,58,68,29,47
ENSG00000262873.2,3,4,5,1,3,6
ENSG00000262098.1,2,6,1,3,1,0
ENSG00000226137.5,1862,1922,2009,1993,2171,2550
ENSG00000175866.16,2261,2170,2270,2052,2919,3015
ENSG00000181409.14,326,242,320,292,387,424
ENSG00000207736.1,2,0,2,1,0,1
ENSG00000211563.4,0,0,0,0,0,0
ENSG00000283604.1,0,0,0,0,0,0
ENSG00000221025.1,0,0,1,0,1,0
ENSG00000263167.1,1,0,0,0,0,0
ENSG00000225180.8,1,0,3,0,0,1
ENSG00000141577.14,1729,1587,1782,1623,2250,2357
ENSG00000262115.1,1,1,1,1,0,2
ENSG00000167302.11,229,271,287,353,316,318
ENSG00000260005.6,18,17,25,28,25,27
ENSG00000224877.4,664,782,745,865,1038,897
ENSG00000157637.13,8223,9268,8474,8802,10404,11007
ENSG00000276101.1,0,0,0,0,0,0
ENSG00000279187.1,6,2,1,5,3,6
ENSG00000185168.7,13,17,17,35,8,20
ENSG00000185332.8,17,25,18,16,11,18
ENSG00000287431.1,100,192,141,140,128,179
ENSG00000263154.1,0,0,0,1,2,0
ENSG00000262223.10,11,10,10,20,17,11
ENSG00000274833.1,2,0,0,0,0,1
ENSG00000262877.5,93,88,95,96,88,108
ENSG00000289913.1,57,48,40,67,44,83
ENSG00000266074.11,2760,2813,3238,3486,3281,3696
ENSG00000279692.1,91,74,65,78,100,116
ENSG00000266392.1,3,3,9,7,7,4
ENSG00000266189.1,5,1,4,5,1,2
ENSG00000263271.1,0,0,0,0,0,0
ENSG00000278200.1,5,2,10,7,12,14
ENSG00000289140.1,2,1,3,0,1,2
ENSG00000184009.13,435663,554344,501052,517376,631675,637171
ENSG00000229848.1,25,17,19,16,10,22
ENSG00000289182.1,15,23,23,18,19,17
ENSG00000186765.12,26,24,27,44,27,39
ENSG00000185504.17,2533,2410,2571,2459,3226,3513
ENSG00000182446.15,8739,10079,9462,10128,10331,12037
ENSG00000207021.1,0,0,1,1,1,0
ENSG00000182612.11,81,67,66,74,87,110
ENSG00000185527.12,4,4,7,6,7,4
ENSG00000204237.5,672,690,708,693,928,840
ENSG00000185298.13,2388,2496,2573,2692,2936,3290
ENSG00000214087.9,2123,2524,2271,2713,2933,2986
ENSG00000185359.14,3977,4216,4235,4340,4834,5381
ENSG00000277784.1,0,0,0,0,0,0
ENSG00000275902.1,0,0,0,0,0,0
ENSG00000262049.2,23,21,9,5,19,19
ENSG00000262814.8,1680,1611,1629,1462,2366,2257
ENSG00000262660.1,0,0,0,0,0,0
ENSG00000183048.12,1083,1136,1078,1104,1658,1516
ENSG00000215644.10,38,34,34,52,63,46
ENSG00000225663.8,3219,3440,3339,3377,5174,4494
ENSG00000182676.5,8,4,4,3,5,3
ENSG00000185624.16,51369,68179,56895,65794,68604,73070
ENSG00000262831.1,0,0,0,0,0,0
ENSG00000278876.1,5,3,3,9,1,5
ENSG00000262413.1,0,0,0,0,0,0
ENSG00000141522.12,10968,11068,11406,10023,15074,15423
ENSG00000263731.1,44,62,83,68,123,82
ENSG00000263859.1,0,0,0,0,0,0
ENSG00000183684.8,4716,5022,4934,4580,6416,6566
ENSG00000141552.18,2763,3162,3156,3291,4390,4027
ENSG00000183979.8,1,0,0,2,4,0
ENSG00000185813.11,4464,5089,4449,4908,5930,5995
ENSG00000187531.14,625,654,692,769,773,865
ENSG00000197063.11,1724,2304,2007,2335,2139,2509
ENSG00000264769.1,10,4,8,3,8,15
ENSG00000265688.2,182,188,177,174,281,260
ENSG00000183010.17,6227,6741,6653,6979,8299,8753
ENSG00000263585.1,0,0,0,0,0,0
ENSG00000185105.5,9,9,5,6,8,9
ENSG00000235296.2,10,5,4,3,10,11
ENSG00000185269.12,36,16,43,25,55,53
ENSG00000264735.1,0,0,0,0,0,0
ENSG00000169696.16,998,1018,1023,1025,1316,1393
ENSG00000169689.15,1946,2224,2044,2413,3063,2589
ENSG00000169683.8,1338,1352,1382,1307,1670,1746
ENSG00000169750.9,3734,3754,3833,4033,5141,5030
ENSG00000169738.8,2558,2372,2572,2415,3526,3309
ENSG00000279372.1,2,2,2,1,4,2
ENSG00000264569.2,5,3,6,2,4,8
ENSG00000169733.12,1179,1267,1137,1326,1839,1536
ENSG00000169727.14,7887,8218,8162,8357,11441,11228
ENSG00000169718.18,4036,4369,4307,4530,5638,5626
ENSG00000169710.9,68514,72101,71720,68486,84392,94589
ENSG00000176155.21,660,704,726,832,626,808
ENSG00000265678.1,17,21,8,22,10,29
ENSG00000266654.1,0,0,2,0,1,0
ENSG00000264548.1,8,12,9,8,6,4
ENSG00000141526.18,1986,1704,2372,2262,2679,2852
ENSG00000284574.1,0,0,0,0,0,0
ENSG00000141551.15,9462,10762,10970,11815,11598,13559
ENSG00000275888.1,11,16,10,18,15,17
ENSG00000280407.3,3,9,14,4,7,8
ENSG00000287737.3,27,40,39,44,30,48
ENSG00000265692.1,2,3,2,4,3,6
ENSG00000260563.3,23,37,55,57,45,61
ENSG00000173762.8,121,171,135,156,188,185
ENSG00000141574.8,30,26,41,44,39,43
ENSG00000182459.5,12,7,11,17,19,21
ENSG00000278964.1,0,0,0,0,0,0
ENSG00000181408.5,29,26,32,27,48,77
ENSG00000260011.2,0,1,8,4,2,1
ENSG00000181396.13,2298,2644,2518,2636,2832,3345
ENSG00000264812.1,3,3,2,1,4,6
ENSG00000201239.1,0,0,0,0,0,0
ENSG00000169660.17,343,384,365,414,421,501
ENSG00000279066.1,3,1,5,3,1,2
ENSG00000178927.19,3255,3579,3481,3858,4551,4492
ENSG00000287193.1,3,2,7,2,0,2
ENSG00000265458.3,176,197,166,149,181,226
ENSG00000141562.19,5960,6551,6611,7031,7479,8193
ENSG00000279744.1,19,14,11,15,11,20
ENSG00000266445.1,3,2,5,6,1,6
ENSG00000266236.1,2,7,15,9,4,11
ENSG00000141568.21,7317,8854,7908,8666,8808,9983
ENSG00000265136.1,2,2,3,5,4,3
ENSG00000262652.1,3,5,5,1,4,1
ENSG00000262147.1,11,14,17,21,21,19
ENSG00000261845.2,0,0,0,0,0,0
ENSG00000141580.16,9089,10988,10608,11732,9963,12401
ENSG00000279613.1,2,1,0,0,1,0
ENSG00000141542.11,747,961,861,970,1015,1035
ENSG00000266107.1,0,0,0,0,0,0
ENSG00000289945.1,0,0,0,0,0,0
ENSG00000263063.1,1,3,2,1,1,4
ENSG00000141560.15,1978,2074,2009,2066,2314,2567
ENSG00000263321.1,0,2,0,1,2,0
ENSG00000167363.14,720,745,926,741,1073,1135
ENSG00000262410.1,9,9,10,10,9,13
ENSG00000141556.22,7294,7085,8120,7450,8574,10307
ENSG00000263098.1,1,2,0,0,0,3
ENSG00000141579.7,14,20,10,17,15,14
ENSG00000262663.1,3,2,3,0,4,1
ENSG00000175711.9,287,328,299,335,343,431
ENSG00000262339.5,1,0,0,0,0,1
ENSG00000176845.13,1413,1456,1543,1591,2018,1995
ENSG00000274370.1,45,47,64,58,52,72
ENSG00000261888.1,153,186,186,159,223,288
ENSG00000288807.1,0,1,3,0,0,0
ENSG00000279143.1,0,0,0,0,0,0
ENSG00000262898.5,0,0,0,1,1,0
ENSG00000262094.1,0,0,0,0,0,0
ENSG00000293087.1,4,5,8,3,4,8
ENSG00000232938.3,0,0,0,0,0,0
ENSG00000262352.2,0,0,0,0,0,0
ENSG00000263305.1,0,0,0,0,0,0
ENSG00000262181.2,0,0,0,0,0,0
ENSG00000173213.11,9,2,8,6,11,7
ENSG00000262081.2,0,0,0,0,0,0
ENSG00000274446.1,0,0,0,0,0,0
ENSG00000290877.1,37,35,28,36,23,41
ENSG00000277521.1,0,0,0,0,0,0
ENSG00000263006.8,0,0,0,0,0,0
ENSG00000101557.15,12481,16307,15178,15264,14292,17292
ENSG00000079134.13,1851,2406,2153,2262,1980,2608
ENSG00000263884.2,6,3,5,8,6,6
ENSG00000264514.1,0,0,0,0,0,0
ENSG00000158270.12,1415,638,1611,803,1225,1867
ENSG00000265477.1,0,0,0,0,0,0
ENSG00000264265.1,0,0,1,0,0,0
ENSG00000177143.5,0,0,0,0,0,0
ENSG00000222174.1,0,0,0,0,0,0
ENSG00000079101.18,130,91,141,105,135,150
ENSG00000288533.1,5,14,7,8,11,8
ENSG00000176912.7,115,123,101,119,170,137
ENSG00000266456.1,22,19,18,13,2,17
ENSG00000263727.1,0,9,3,1,2,4
ENSG00000176890.16,3547,4189,3766,4328,4757,4755
ENSG00000132199.20,1344,1513,1547,1669,1640,1803
ENSG00000265490.1,2,1,2,1,3,0
ENSG00000176105.14,8988,11789,11042,11105,8624,12245
ENSG00000266171.1,3,7,4,3,2,0
ENSG00000264339.1,0,0,0,0,0,0
ENSG00000264635.1,0,0,0,0,0,2
ENSG00000206687.1,0,0,0,1,0,0
ENSG00000273355.2,82,76,99,86,94,111
ENSG00000266575.1,0,0,1,0,1,0
ENSG00000264179.1,0,0,0,0,0,1
ENSG00000265671.1,0,0,0,0,0,0
ENSG00000265179.9,227,45,211,56,197,241
ENSG00000141433.13,1313,378,1393,386,1334,1578
ENSG00000259837.1,0,0,0,0,0,0
ENSG00000272461.1,3,5,2,1,2,7
ENSG00000263551.6,7,14,10,12,11,12
ENSG00000263505.1,0,1,0,0,1,0
ENSG00000266251.1,0,0,0,0,0,0
ENSG00000132204.14,1,1,1,0,0,3
ENSG00000199197.1,0,0,0,0,0,0
ENSG00000263396.1,0,0,0,0,0,0
ENSG00000265417.1,2,5,6,1,6,0
ENSG00000266602.2,2,1,3,1,0,1
ENSG00000266450.1,0,0,0,0,0,0
ENSG00000264080.1,0,0,0,0,0,1
ENSG00000263745.7,29,15,36,16,30,55
ENSG00000264189.1,0,0,0,0,0,0
ENSG00000286975.1,2,1,1,5,4,2
ENSG00000101574.15,813,954,833,956,832,1096
ENSG00000238575.1,1,1,1,0,0,3
ENSG00000266783.1,6,13,10,19,12,13
ENSG00000264150.1,0,0,0,0,0,0
ENSG00000080986.13,2779,2860,3043,2964,3080,3769
ENSG00000235422.1,0,0,0,0,0,0
ENSG00000202224.1,0,0,0,0,1,0
ENSG00000200875.1,0,0,0,0,0,0
ENSG00000293256.1,23,19,17,19,24,32
ENSG00000266405.4,0,0,0,0,0,0
ENSG00000101596.17,6682,8127,8055,7741,6152,9227
ENSG00000266049.1,1,0,0,0,0,0
ENSG00000207034.1,0,0,0,0,0,0
ENSG00000289061.1,0,5,0,1,0,2
ENSG00000132205.11,295,431,421,497,352,437
ENSG00000101577.11,2084,2628,2669,3059,2155,2888
ENSG00000272625.1,0,2,0,3,0,0
ENSG00000263606.2,0,0,0,0,0,0
ENSG00000293203.1,0,0,0,0,0,0
ENSG00000265907.2,0,0,1,3,0,1
ENSG00000266397.1,0,0,0,0,0,0
ENSG00000264186.1,0,0,1,0,0,0
ENSG00000277447.1,0,1,0,2,3,1
ENSG00000252258.1,0,0,0,0,0,0
ENSG00000101605.14,40,66,50,67,66,70
ENSG00000252353.1,0,0,0,0,0,0
ENSG00000265399.1,0,1,1,0,1,0
ENSG00000272688.2,1,0,2,0,0,2
ENSG00000101608.13,29098,39860,32499,37757,37143,40107
ENSG00000264235.6,8,7,12,9,9,5
ENSG00000118680.14,40179,47359,44079,47086,51275,54540
ENSG00000266578.2,3,6,6,3,4,4
ENSG00000259256.2,213,375,269,449,260,306
ENSG00000240364.1,0,3,0,3,2,0
ENSG00000265243.1,0,0,0,1,1,1
ENSG00000243720.1,0,0,0,0,0,0
ENSG00000177426.22,7487,9879,8630,10076,9523,10310
ENSG00000263460.1,0,0,0,0,0,0
ENSG00000266835.7,1,0,3,7,1,0
ENSG00000170579.19,699,571,815,581,750,1006
ENSG00000241223.3,0,0,0,0,0,0
ENSG00000266373.1,1,1,0,1,1,0
ENSG00000177337.10,57,117,71,79,60,106
ENSG00000262001.3,311,561,420,546,443,459
ENSG00000266401.4,1,5,3,6,1,3
ENSG00000266513.1,0,0,0,0,1,0
ENSG00000263724.2,1,0,2,0,1,0
ENSG00000275518.1,0,0,0,0,0,0
ENSG00000207278.1,0,0,0,0,0,0
ENSG00000263878.2,5,2,4,0,2,4
ENSG00000250933.1,4,3,2,2,5,10
ENSG00000261520.5,1,0,0,2,0,2
ENSG00000264246.1,0,0,0,0,0,0
ENSG00000265545.1,0,2,1,2,1,2
ENSG00000266268.5,2,3,1,3,0,1
ENSG00000264775.1,5,4,6,7,11,5
ENSG00000265514.2,0,0,0,0,0,0
ENSG00000215368.5,0,0,0,0,0,0
ENSG00000231824.4,6,2,5,2,7,5
ENSG00000266153.1,0,0,0,0,0,0
ENSG00000285575.1,0,0,0,0,0,0
ENSG00000265091.5,6,3,2,6,3,2
ENSG00000264575.1,143,166,182,194,160,203
ENSG00000263753.10,1625,1981,1957,2131,1945,2424
ENSG00000265188.1,0,0,0,0,0,0
ENSG00000198081.11,872,1178,1016,1085,941,1311
ENSG00000264254.1,0,0,0,0,0,0
ENSG00000266288.1,0,0,0,0,0,0
ENSG00000082397.18,2724,2243,3058,2323,2900,3614
ENSG00000265316.1,0,0,0,0,0,0
ENSG00000264000.1,0,0,0,0,1,0
ENSG00000261738.8,1,0,0,2,0,0
ENSG00000272380.1,0,0,0,0,0,0
ENSG00000206432.4,647,658,663,664,742,822
ENSG00000264449.6,10,19,14,8,13,13
ENSG00000266846.2,0,2,4,8,1,7
ENSG00000154655.16,423,443,573,471,491,592
ENSG00000265487.1,0,2,1,0,0,0
ENSG00000200637.1,0,0,0,0,0,0
ENSG00000264707.1,0,0,1,0,1,0
ENSG00000283532.1,0,0,0,0,0,0
ENSG00000279885.1,0,0,0,0,0,0
ENSG00000199272.1,0,0,0,0,0,0
ENSG00000235552.7,0,0,0,0,0,0
ENSG00000293300.1,0,0,0,0,0,0
ENSG00000266065.1,0,0,0,0,0,0
ENSG00000265944.1,0,0,0,0,0,0
ENSG00000265174.3,0,3,0,3,5,0
ENSG00000243591.3,0,0,0,0,0,0
ENSG00000261627.1,0,0,0,0,0,0
ENSG00000279479.1,0,2,2,0,4,2
ENSG00000266441.1,2,4,5,3,5,7
ENSG00000088756.13,1621,1711,1793,1520,1822,2157
ENSG00000287834.1,0,0,0,0,0,2
ENSG00000263797.1,0,0,0,0,0,0
ENSG00000265933.5,39,31,87,35,59,77
ENSG00000264127.1,0,0,0,0,0,1
ENSG00000251897.1,3,1,2,5,0,3
ENSG00000101680.16,102529,159945,115799,158449,116388,140898
ENSG00000265069.1,4,9,6,2,4,2
ENSG00000264475.1,4,4,5,6,4,5
ENSG00000263716.1,1,0,0,1,0,1
ENSG00000206422.3,0,0,0,0,0,0
ENSG00000212626.1,0,0,0,0,0,0
ENSG00000286126.1,0,0,0,0,1,0
ENSG00000173482.17,3275,3731,4054,4190,3791,4809
ENSG00000266767.1,1,2,2,11,1,2
ENSG00000264596.1,0,0,0,0,0,0
ENSG00000199856.2,0,0,0,0,0,0
ENSG00000286627.1,0,1,0,0,0,0
ENSG00000286649.1,0,0,0,1,0,0
ENSG00000273368.1,5,4,6,3,4,6
ENSG00000266149.1,13,6,19,10,5,12
ENSG00000265413.1,4,11,4,6,8,4
ENSG00000263970.1,0,0,0,0,0,0
ENSG00000266613.1,0,0,0,0,1,0
ENSG00000242985.3,0,0,0,0,0,0
ENSG00000229442.2,0,0,0,0,0,0
ENSG00000225212.4,0,0,0,0,0,0
ENSG00000206418.5,1681,2222,1783,1963,1943,2081
ENSG00000266708.1,3,7,9,4,4,5
ENSG00000263935.1,0,0,0,0,1,0
ENSG00000265962.2,56,63,77,45,75,88
ENSG00000168502.18,12861,11616,14278,11757,14086,18122
ENSG00000252319.1,0,0,0,0,0,0
ENSG00000272788.1,41,16,36,23,28,39
ENSG00000287719.1,1,1,1,1,0,1
ENSG00000286765.1,2,2,9,2,6,8
ENSG00000242058.2,0,0,0,0,0,0
ENSG00000288939.1,4,2,5,0,0,0
ENSG00000178127.13,52,51,50,60,40,78
ENSG00000265257.5,0,0,0,0,0,0
ENSG00000263847.1,6,5,9,10,5,4
ENSG00000266053.3,42,24,41,29,37,53
ENSG00000101745.17,1472,1762,1880,1882,1286,2022
ENSG00000200883.1,0,0,0,0,0,0
ENSG00000207092.1,0,0,0,0,0,0
ENSG00000273284.1,8,18,21,24,12,22
ENSG00000264964.2,31,25,23,24,40,26
ENSG00000128791.12,7372,9741,8840,7844,8248,9720
ENSG00000287509.1,0,0,0,2,0,0
ENSG00000273335.1,0,0,2,1,1,1
ENSG00000017797.13,6750,7665,7413,7004,7036,9068
ENSG00000266805.1,1,0,0,0,0,0
ENSG00000251994.1,0,0,0,0,0,0
ENSG00000154845.16,10188,12384,11352,12433,11266,13914
ENSG00000266541.1,1,0,0,0,0,0
ENSG00000263627.1,0,1,0,1,0,0
ENSG00000212572.1,0,0,0,0,0,0
ENSG00000285594.1,0,0,0,1,0,2
ENSG00000264644.1,7,8,15,15,26,11
ENSG00000168461.13,6929,9884,7985,9084,7858,9340
ENSG00000266891.1,0,0,0,1,1,0
ENSG00000266127.1,4,4,2,0,2,2
ENSG00000242651.3,0,0,0,0,0,0
ENSG00000285653.1,1,0,0,1,1,1
ENSG00000252680.1,0,0,0,0,0,0
ENSG00000265564.1,0,0,0,0,0,0
ENSG00000168454.13,7,12,6,8,8,14
ENSG00000272799.1,4,4,4,4,1,5
ENSG00000101558.14,11946,15298,13950,14910,13927,16363
ENSG00000223138.1,0,0,1,0,0,0
ENSG00000265554.3,1,0,0,1,2,0
ENSG00000287065.1,0,0,0,0,0,0
ENSG00000264876.2,0,3,0,0,0,1
ENSG00000266102.1,0,0,0,0,0,0
ENSG00000286499.1,0,0,0,0,0,0
ENSG00000260913.1,0,0,0,0,0,1
ENSG00000287563.1,0,0,0,0,1,0
ENSG00000154856.13,291,196,347,240,386,387
ENSG00000134265.13,1149,1643,1501,1823,1351,1673
ENSG00000265728.1,0,2,2,5,1,4
ENSG00000266604.1,0,1,0,0,0,0
ENSG00000264503.1,0,0,0,0,0,0
ENSG00000264311.1,2,5,3,4,3,5
ENSG00000264072.1,0,0,0,0,0,0
ENSG00000266470.1,0,0,0,0,0,0
ENSG00000265038.1,0,0,0,1,0,0
ENSG00000260779.1,0,0,0,1,1,0
ENSG00000154864.14,1750,3619,2769,4553,2082,2895
ENSG00000264843.1,1,2,0,3,1,2
ENSG00000264714.2,0,0,1,1,0,0
ENSG00000293180.1,0,0,0,1,0,0
ENSG00000274838.1,0,2,0,0,0,0
ENSG00000263952.5,0,0,1,0,0,1
ENSG00000263682.1,0,0,0,0,0,0
ENSG00000267051.1,0,0,0,0,0,0
ENSG00000273119.1,0,0,0,0,0,0
ENSG00000267564.1,0,0,0,0,0,0
ENSG00000267425.1,0,0,0,0,0,0
ENSG00000267252.6,0,0,0,0,0,0
